subject_id,lifelog_date,sleep_date,pedo_day_steps,pedo_day_run_steps,pedo_day_walk_steps,pedo_day_dist,pedo_day_kcal,pedo_day_speed_mean,pedo_day_speed_max,pedo_morn_steps,pedo_morn_run_steps,pedo_morn_walk_steps,pedo_morn_dist,pedo_morn_kcal,pedo_morn_speed_mean,pedo_morn_speed_max,pedo_aft_steps,pedo_aft_run_steps,pedo_aft_walk_steps,pedo_aft_dist,pedo_aft_kcal,pedo_aft_speed_mean,pedo_aft_speed_max,pedo_eve_steps,pedo_eve_run_steps,pedo_eve_walk_steps,pedo_eve_dist,pedo_eve_kcal,pedo_eve_speed_mean,pedo_eve_speed_max,pedo_active_minutes,pedo_run_ratio,wlight_sleep_mean,wlight_sleep_std,wlight_sleep_max,wlight_sleep_dark_pct,wlight_day_mean,wlight_day_max,hr_sleep_mean,hr_sleep_std,hr_sleep_min,hr_sleep_max,hr_sleep_median,hr_sleep_n,hr_rmssd_proxy,hr_range,hr_day_mean,hr_day_max,act_day_still_pct,act_day_walk_pct,act_day_vehicle_pct,act_day_run_pct,act_morn_still_pct,act_morn_walk_pct,act_morn_vehicle_pct,act_morn_run_pct,act_aft_still_pct,act_aft_walk_pct,act_aft_vehicle_pct,act_aft_run_pct,act_eve_still_pct,act_eve_walk_pct,act_eve_vehicle_pct,act_eve_run_pct,act_eve_sedentary_ratio,screen_on_pct,screen_on_count,screen_eve_on_pct,screen_late_on_pct,screen_late_on_count,screen_last_on_hour,screen_first_on_hour,mlight_day_mean,mlight_day_std,mlight_day_max,mlight_dark_pct,mlight_eve_mean,charge_pct,charge_night_pct,usage_total_sec,usage_social_sec,usage_social_ratio,usage_n_apps,amb_Music_mean,amb_Speech_mean,amb_Silence_mean,amb_Vehicle_mean,amb_Outside_urban_or_manmade_mean,amb_Inside_small_room_mean,wifi_unique_ssids,wifi_rssi_mean,wifi_rssi_max,gps_lat_std,gps_lon_std,gps_alt_mean,gps_n_points,gps_mobility
id01,2024-06-26,2024-06-27,3578.0,0.0,0.0,2782.1900634765625,189.31905937194824,0.07211482798021157,1.58822021484375,0.0,0.0,0.0,0.0,0.0,,,1928.0,0.0,0.0,1506.5078125,127.27988243103027,0.07173846726190476,1.4618260701497396,1650.0,0.0,0.0,1275.6822509765625,62.03917694091797,0.07256440563006611,1.58822021484375,87,0.0,89.34673366834171,118.97464100764883,812.0,0.42713567731875457,299.41509433962267,20874.0,72.32706080606657,10.133924690278507,53.0,130.0,69.0,7121,2.1017983204330717,77.0,81.24341168654497,142.0,0.15752461299926215,0.6722925447647081,0.12517580854405652,0.0,0.0,0.0,0.0,0.0,0.002801120440332996,0.8767506978242278,0.0700280110083249,0.0,0.3135593211481375,0.4661016935985828,0.18079095994126848,0.0,0.35310734363529,0.29535864937361656,210,0.3389830498898784,0.5632183875677105,98,23.0,12.0,364.5068493150685,392.94009872493746,1886.0,0.1506849294426722,235.0,0.2158590305200308,0.3421052601569714,25418119.0,2066056.0,0.08128280460091948,205,0.10564512040562075,0.3455886684276511,0.8241445207906974,0.12621996616481482,0.045573061572180454,0.04148956528,393,-70.19644723092999,-19.0,0.010646370999465504,0.023180625087213073,91.97103207578529,6017,0.03382699608667858
id01,2024-06-27,2024-06-28,3104.0,0.0,0.0,2393.37255859375,288.99078369140625,0.029657652522846967,1.2906656901041667,1270.0,0.0,0.0,977.640869140625,32.730010986328125,0.04538722697960191,1.129833984375,1171.0,0.0,0.0,901.8583984375,130.6801300048828,0.04258066092717186,1.2516682942708333,413.0,0.0,0.0,321.12353515625,121.00065612792969,0.019604611425900493,1.2197102864583333,102,0.0,232.6706443914081,1051.6312576307707,15690.0,0.42482100137274226,242.54861944777912,12464.0,81.02954109122437,12.357930894441564,56.0,123.0,79.0,16147,1.1738511069998112,67.0,79.35832685057747,130.0,0.22083333317997683,0.6111111106867283,0.14652777767602237,0.0,0.0,0.8805555531095679,0.08333333310185186,0.0,0.0,0.858333330949074,0.12499999965277778,0.0,0.0,0.6527777759645061,0.3222222213271605,0.0,0.024999999930555555,0.36573426547850746,523,0.5083333319212963,0.45555555302469136,82,23.0,5.0,332.06944444444446,1296.0120651271911,11248.0,0.3888888861882716,87.77777777777777,0.15857142845816324,0.0,54102878.0,6175440.0,0.11414254154834214,435,7.066515249652293e-15,4.317429564047287e-08,0.9999997999999999,0.3811852,0.09375793,5.669891666666667e-05,357,-69.06293706293707,-26.0,0.007767675315721289,0.022045444550296757,94.20475829543543,11874,0.029813119866018048
id01,2024-06-28,2024-06-29,4153.0,0.0,0.0,3219.4687480926514,130.10945880413055,0.039512380315324634,1.6921671549479167,2559.0,0.0,0.0,1992.0186462402344,86.39946460723877,0.09299806938563186,1.555523681640625,1042.0,0.0,0.0,800.8603515625,26.329994201660156,0.038245480017311366,1.6921671549479167,310.0,0.0,0.0,238.08984375,9.599990844726562,0.013589602953767124,0.5086669921875,94,0.0,34.77401129943503,83.38945998417216,311.0,0.6610169454179834,419.02761795166856,91584.0,,,,,,0,,,79.98119328394196,135.0,0.0006944444439621913,0.8618055549570794,0.1118055554779128,0.0,0.0027777777700617283,0.8527777754089506,0.08611111087191359,0.0,0.0,0.6666666648148148,0.2972222213966049,0.0,0.0,0.9722222195216049,0.027777777700617283,0.0,0.0,0.31971830963400116,454,0.36944444341820987,0.2388888875617284,43,22.0,5.0,219.20138888888889,259.77617448758525,1834.0,0.305555553433642,144.77777777777777,0.1802816900138861,0.6416666613194445,45006301.0,6243778.0,0.1387311967717556,409,7.0665156684582734e-15,0.000720973327490702,0.9999997999999999,0.31645536,0.00030520046,1.021923686440678e-05,376,-69.09406392694063,-26.0,0.008652320984348236,0.021287908254935248,92.26386475092488,11623,0.029940229239283484
id01,2024-06-29,2024-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,39.44767441860465,82.8311019368935,593.0,0.6220930196389941,66.32991803278688,374.0,91.72406473865748,11.422899309534618,68.0,132.0,89.0,3769,1.4057434508762716,64.0,85.0,101.0,0.0,0.9166666660300925,0.06597222217640818,0.0,0.0,0.8638888864891976,0.1166666663425926,0.0,0.0,0.8027777755478395,0.1472222218132716,0.0,0.0,0.9999999972222222,0.0,0.0,0.0,0.23785714268724487,333,0.32857142763265307,0.28235293951557094,48,21.0,5.0,91.41666666666667,310.97975773709487,3498.0,0.4374999969618056,70.5,0.28656716396524834,0.0,31896684.0,2889283.0,0.09058255083819715,311,7.066515230319888e-15,4.317429769193323e-08,0.9999997999999999,,,0.00038327833333333335,258,-67.78966789667896,-24.0,0.004165892253747514,0.008380423699827326,101.65422333882007,11543,0.01254631595357484
id01,2024-06-30,2024-07-01,3003.0,0.0,0.0,2330.9863290786743,104.80971205234528,0.029678970321857328,1.4663299560546874,1830.0,0.0,0.0,1430.0484628677368,65.05987989902496,0.06620594735498782,1.4663299560546874,1173.0,0.0,0.0,900.9378662109375,39.74983215332031,0.04302473095563216,1.221209716796875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,0.0,106.74311926605505,106.56495660202411,385.0,0.3577981634963387,157.93245227606462,5425.0,75.60621072982117,9.739673620754525,55.0,114.0,74.0,8276,1.1868361556773372,59.0,88.90042003893043,155.0,0.0,0.8534722216295331,0.13819444434847608,0.0,0.0,0.8055555533179013,0.18055555505401236,0.0,0.0,0.7527777756867284,0.22777777714506173,0.0,0.0,0.8555555531790123,0.14444444404320989,0.0,0.0,0.22042253505604045,313,0.358333332337963,0.4666666640740741,84,22.0,5.0,98.90972222222223,299.4031078940055,2691.0,0.5208333297164353,73.22222222222223,0.14428571418265304,0.12499999895833334,46370978.0,6079883.0,0.1311139696040025,393,7.066516315299025e-15,4.317429640125173e-08,0.9986853997499998,0.043905497,0.072821595,2.0753857660639773e-27,242,-68.29991126885537,-23.0,0.002223038796769255,0.016533137086691827,110.76339335289919,12607,0.018756175883461082
id01,2024-07-01,2024-07-02,3473.0,0.0,0.0,2717.8914184570312,121.5790841281414,0.033653930391988995,1.57666015625,1989.0,0.0,0.0,1554.2063598632812,68.779541015625,0.08410207575017756,1.57666015625,1380.0,0.0,0.0,1079.5550537109375,51.78954315185547,0.04997940063476562,1.3865234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,0.0,73.17028985507247,135.10627856843527,910.0,0.6521739106805293,315.3582474226804,16519.0,84.73785242951409,10.157619281166546,57.0,117.0,83.0,1667,4.090806018078958,60.0,80.30706414797324,118.0,0.005574912888101105,0.8592334488785829,0.10662020898493364,0.0,0.0,0.8638888864891976,0.08333333310185186,0.0,0.022535211204126167,0.723943659932553,0.22816901344177742,0.0,0.0,0.8916666641898148,0.07777777756172839,0.0,0.03055555547067901,0.2896057345594224,404,0.27714285635102043,0.29411764532871976,50,22.0,5.0,193.23611111111111,290.71095768513766,1632.0,0.41666666377314815,138.44444444444446,0.16774193536362583,0.1583333320138889,56707093.0,8684319.0,0.15314343480805562,441,7.0665140987161184e-15,4.3174296470042784e-08,0.9999998,,,2.0753857084165476e-27,367,-68.6985559566787,-23.0,0.008537699976490275,0.021506990474287578,94.49512672153858,12271,0.03004469045077785
id01,2024-07-02,2024-07-03,6361.0,0.0,0.0,4915.90380859375,214.10976639389992,0.06737806755199767,2.196333821614583,1997.0,0.0,0.0,1547.5296325683594,58.63999938964844,0.07164489039668331,1.494000244140625,4028.0,0.0,0.0,3106.994140625,146.72976684570312,0.16335405576366982,2.196333821614583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,0.0,166.31205673758865,135.66338895539218,437.0,0.2553191471253961,183.21151079136692,11934.0,78.37637241985068,9.977608854451658,59.0,137.0,76.0,4554,1.4255057941527944,78.0,83.77727754237289,132.0,0.0,0.8749999993923611,0.07847222216772762,0.0,0.0,0.8861111086496913,0.06388888871141975,0.0,0.0,0.777777775617284,0.11388888857253086,0.0,0.0,0.8944444419598766,0.0888888886419753,0.0,0.01666666662037037,0.28297872320356116,399,0.21999999937142858,0.12777777706790125,23,23.0,5.0,161.41666666666666,199.3395518818191,652.0,0.41666666377314815,144.38888888888889,0.18461538448628292,0.38333333013888893,41243885.0,6018783.0,0.14593152415200106,395,0.00034866800971578477,0.0003711498850850548,0.9999997999999999,,,5.000738888888889e-05,514,-70.24719101123596,-29.0,0.007032608684445104,0.022076272052161394,90.87996101047845,12311,0.029108880736606498
id01,2024-07-03,2024-07-04,6347.0,0.0,0.0,4860.677947998047,209.96014642715454,0.07278643228508605,1.7371744791666666,818.0,0.0,0.0,627.8371276855469,24.739878177642822,0.06459229708699042,1.3840413411458334,4247.0,0.0,0.0,3245.58935546875,145.55988311767578,0.17393297724912915,1.7371744791666666,1282.0,0.0,0.0,987.25146484375,39.66038513183594,0.05876496814546131,1.5210856119791667,142,0.0,47.04533333333333,98.60715632357633,362.0,0.45333333212444443,307.55509065550905,48245.0,80.46142857142857,11.959691740618243,57.0,116.0,79.0,1400,1.8344647449987466,59.0,81.28065190137902,137.0,0.0,0.860416666069155,0.07638888883584104,0.0,0.0,0.8305555532484568,0.0888888886419753,0.0,0.0,0.777777775617284,0.06388888871141975,0.0,0.0,0.8333333310185186,0.15277777735339507,0.0,0.013888888850308641,0.2790209788258594,399,0.20277777721450618,0.36111110910493827,65,23.0,6.0,293.3541666666667,770.1608189631384,6975.0,0.3958333305844908,155.11111111111111,0.2640287767884685,0.14999999875,53240886.0,8001797.0,0.15029421185815448,420,7.066516738075313e-15,0.0002349778480427387,0.9999997999999999,0.114989719,0.045305004499999996,0.0002742395361111111,416,-65.93925588458617,-21.0,0.006722973122997489,0.021636102856174007,91.02973451327435,11300,0.0283590759791715
id01,2024-07-04,2024-07-05,921.0,0.0,0.0,716.0514812469482,26.360078930854797,0.009411822834476186,1.3876667022705078,152.0,0.0,0.0,118.02996826171875,4.870000839233398,0.0054643503824869785,1.2610000610351562,515.0,0.0,0.0,398.6815490722656,17.830081939697266,0.025556509555914462,1.2828348795572917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.0,311.5493975903614,1127.481484620607,17349.0,0.3566265051647554,803.1950934579439,60825.0,80.9642056646064,14.216479002967484,52.0,151.0,78.0,14723,1.265201010108199,99.0,82.54333082140165,125.0,0.0,0.7937499994487847,0.1916666665335648,0.0,0.0,0.9749999972916666,0.013888888850308641,0.0,0.0,0.5444444429320988,0.4388888876697531,0.0,0.0,0.7499999979166667,0.2333333326851852,0.0,0.01666666662037037,0.32463768092417555,448,0.36857142751836736,0.4666666640740741,84,23.0,3.0,535.4166666666666,2394.303376709439,21049.0,0.3888888861882716,153.05555555555554,0.1510489509433224,0.2416666646527778,47954159.0,6112586.0,0.127467275570402,387,7.066516296652718e-15,4.3114164487465176e-08,0.9999997999999999,0.063431654,0.0700251615,2.0753851198047417e-27,240,-67.38126773888364,-18.0,0.010335874521780548,0.04539435941926966,101.27307395723801,14265,0.055730233941050214
id01,2024-07-05,2024-07-06,5677.0,0.0,0.0,4355.32470703125,195.3791010081768,0.052222118789343526,1.5798344930013022,4399.0,0.0,0.0,3365.4972534179688,152.10942554473877,0.15581005802860967,1.5798344930013022,1022.0,0.0,0.0,789.887451171875,36.97967529296875,0.0365688634801794,1.1838338216145834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,0.0,101.59929078014184,313.9150047580761,2194.0,0.5921985794602888,333.5728587319244,51287.0,104.10976368159204,21.81989151816644,51.0,161.0,101.0,3216,2.6338507015176305,110.0,79.80584650542754,151.0,0.0,0.8368055549744405,0.11666666658564814,0.0,0.0,0.827777775478395,0.04444444432098765,0.0,0.0,0.6333333315740741,0.3305555546373457,0.0,0.0,0.9361111085108025,0.055555555401234566,0.0,0.008333333310185185,0.2426573424876522,347,0.18571428518367347,0.15294117557093426,26,22.0,5.0,253.35416666666666,606.4173075983741,6745.0,0.40972221937692904,77.16666666666667,0.18195050932900253,0.201754384195137,48280608.0,7286303.0,0.15091572583344123,375,3.864497222927892e-05,0.0001686897530534573,0.9999997999999999,,,6.290886111111112e-05,340,-68.9613034623218,-22.0,0.007922619943005459,0.021760479689768773,101.16081629405681,12569,0.029683099632774233
